time,Aphanizomenon flos-aquae,Asterionella formosa,Bosmina longirostris adult,Bosmina longirostris juvenile,Centrales,Ceratium hirundinella,Closterium aciculare,Cosmarium sp,Cyclopoida nauplia,Cyclops abyssorum female,Cyclops abyssorum male,Cyclops sp SU C1-C3,Cyclops sp SU C4-C5,Cyclops sp eggs,Cymbella sp,Diaptomus sp C1-C3,Diaptomus sp C4-C5,Diaptomus sp eggs,Dinobryon sp,Diplostraca eggs,Elakatothrix gelatinosa,Erkenia subaequiciliata,Eudiaptomus gracilis female,Eudiaptomus gracilis male,Eudiaptomus gracilis ovaria,Fragilaria crotonensis,Gymnodinium helveticum,Gymnodinium sp,Nitzschia sp,Pandorina morum,Phacotus lenticularis,Planktothrix rubescens,Rhodomonas sp,Staurastrum sp,Stephanodiscus sp,Tabellaria fenestrata,Ulnaria delicatissima var angustissima
1978-10,0.0383703840767608,0.1275322856887038,0.18151707577716683,0.16530633596802213,0.08744054777902353,0.11322770343213064,0.29559878343934454,0.18257418584523172,0.29046302710484123,0.038746676181936716,0.222985683056149,0.18293559296106415,0.11978340153891731,0.19504737440137349,0.0,0.07767196305373625,0.27545170307434075,0.0,0.04523018642411202,0.20671649019145322,0.04381079543571619,0.060435774663910535,0.0,0.0,0.0,0.1508129408979894,0.27472112791507847,0.12812823698213563,0.0,0.16384638409477778,0.030235430153183668,0.646945373133203,0.3280957041639478,0.2573425063168199,0.0455487518639907,0.12407552876034643,0.02246085395880017
1978-11,0.056421563427218095,0.18035788803834282,0.14684100692791954,0.19944579041366672,0.07390075098403413,0.06537204504489535,0.3413280743447064,0.28867513460124894,0.45843270809965797,0.11918327985572572,0.21549720634606748,0.31083208110564287,0.253937889489722,0.13392080722836033,0.3061862178534438,0.2376401539317885,0.25007023808886686,0.0,0.027619366459350172,0.1601828223791985,0.028112903231493687,0.05904626077336746,0.0,0.31634807333183024,0.0,0.19153262646600577,0.20982172725064951,0.16791112840744957,0.10153461651023321,0.14189513094886977,0.07999542897956638,0.48532788683578376,0.20903576013796754,0.2153081881473292,0.034431619989002606,0.16222142111443,0.028410982683258874
1978-12,0.03178667345847778,0.10690023504508617,0.19176539784240823,0.14785448173436638,0.0833012017234557,0.0,0.29559878343934454,0.18257418584523172,0.45258024175078215,0.0,0.0,0.3044909040034493,0.3239486330540854,0.0,0.25000000001358613,0.36402021795266765,0.42672794347655685,0.0,0.0,0.18678277457530387,0.03360134623206104,0.05312601169408273,0.0,0.15507645288852548,0.335975066457154,0.15288369605338376,0.17733172553767435,0.13224034529297457,0.09497693697338015,0.11585688926631306,0.05951850377319749,0.44418710969132574,0.21965338689851213,0.2153081881473292,0.10612538021129915,0.13954814296841742,0.03890334024235631
1979-01,0.02696215495732437,0.12939416937460252,0.15780007311281896,0.1738064833282991,0.09450325973367348,0.0,0.27869320567709743,0.18257418584523172,0.3691360705452539,0.0,0.0,0.3478441859131822,0.3926493169335453,0.0,0.48412291821453834,0.2348114847377866,0.32595428209470695,0.1285128451365024,0.0,0.1460593486680443,0.04983885061890566,0.05616419691331982,0.0,0.0,0.0,0.12507367531427413,0.0,0.11645489089633247,0.13903199955809817,0.0,0.07558857537802978,0.38924375720100346,0.2446514803724425,0.1819686313041653,0.11802564699367354,0.09032106474986129,0.04141576832682454
1979-02,0.014847535036868491,0.17066706087899494,0.19075922854482688,0.1228997429756269,0.13813941532761312,0.0,0.3413280743447064,0.0,0.32510254252594994,0.06173333608842236,0.4299046652777056,0.16671671761969484,0.3762594779705677,0.0,0.4677071733648979,0.296346400142458,0.3079174883955434,0.09087230426559746,0.0,0.17906714006317995,0.0,0.13996638840614753,0.0,0.20396874045475483,0.48865429381457315,0.12124397794941336,0.31722063433402536,0.23137240668674272,0.14801086614974418,0.11585688926631306,0.037030688010405474,0.32901980626641986,0.4482809932053506,0.2153081881473292,0.12997651513232283,0.13572417848163107,0.05022399629128023
1979-03,0.03276244989229658,0.2655797095178571,0.15780007311281896,0.06168396708405326,0.33551075001624603,0.0,0.29559878343934454,0.12909944485918906,0.2020657676055518,0.04365206057339167,0.6569282840455405,0.18394367850366447,0.308189723415956,0.10934588121703731,0.5303300858738992,0.3005682537576433,0.4085043642374244,0.09087230426559746,0.0,0.226389117495354,0.0,0.12018281695047878,0.24883474018702875,0.20396874045475483,0.0,0.11806864045404286,0.4952605565900134,0.4681123726886642,0.17948953964695288,0.1831858263694298,0.038542762087272066,0.25650411746358,0.5318700530140938,0.1819686313041653,0.1470919450780014,0.24628823503653707,0.06886367424457668
1979-04,0.09325904585909668,0.18927331057582286,0.366192942065729,0.08723430283124368,0.12209092422931975,0.06537204504489535,0.0985329278216496,0.34156502554286555,0.2576948847483131,0.08697279501358897,0.350569954935659,0.7024897350789401,0.8381584260689612,0.43655436104215883,0.3061862178534438,0.22399247093800073,0.44412652351592713,0.1810548731832802,0.06816395344505055,0.49786536201988085,0.08092275772271024,0.3404163918058442,0.0,0.408248290463863,0.0,0.14595669443956188,0.5378737548483042,0.11948019705253776,0.3443206369778507,0.0,0.04275935538681677,0.22858559068946593,0.8975767711128069,0.26990309766096576,0.18858974962702132,0.14327007985145418,0.02246085395880017
1979-05,0.060114838663338055,0.37579864284270004,0.44635867025809967,0.3014244211335789,0.02890087988836938,0.0,0.0985329278216496,0.0,0.5277095321458748,0.0,0.350569954935659,0.34775557037287547,0.20733941853636076,0.3778275045419613,0.25000000001358613,0.4698668239114658,0.5226107630128738,0.1810548731832802,0.06396514307612364,0.2773861738279223,0.09853849009327154,0.0,0.0,0.3161475357057619,0.0,0.0449183824866017,0.3634218921693817,0.0422426287773659,0.0,0.11585688926631306,0.035454184524934255,0.04190220426089448,0.7864927071138794,0.0,0.07699144287085039,0.052565748293704015,0.0
1979-06,0.044306303151254355,0.05922859054534505,0.28590097424715183,0.20107707979496364,0.01963428153777366,0.0,0.0,0.34156502554286555,0.453086200822482,0.0,0.0,0.327772129780252,0.27649640807457476,0.47140452074760825,0.25000000001358613,0.11571322040201987,0.2661405568445642,0.29622507176082036,0.03533081228866283,0.3290455936756734,0.06463347998600978,0.09111035839613163,0.0,0.4215969094150549,0.0,0.1444226402163289,0.23791547576086255,0.0,0.0,0.2837902618886003,0.46411631499856526,0.07396707552930547,0.3332574636691427,0.37292472120309655,0.0,0.0,0.0
1979-07,0.05545982841430759,0.0978127980777954,0.18570549006770806,0.10643429953547101,0.02267171546509501,0.226455406839648,0.197065855624096,0.5163977794799308,0.3983834049378564,0.0,0.0,0.47986411479402036,0.3023367801667062,0.32720821718181886,0.0,0.0,0.1509285094572618,0.0,0.5979043383407866,0.42363122481014825,0.11194847118821624,0.11809252154673491,0.0,0.157873039177812,0.0,0.22271735141637067,0.31722063433402536,0.07068543782550454,0.21237488736719115,0.14189513094886977,0.8728435071130105,0.09388785037568509,0.0,0.3639372626083306,0.0,0.016222142111443,0.0
1979-08,0.15619343401357763,0.18983412158439608,0.21969983976808397,0.13488660571987438,0.05944573944767971,0.21681454518698828,0.7632327769630303,0.9660917831100663,0.3482641883008735,0.0,0.0,0.4565111633670219,0.27823385000106604,0.29266392656602463,0.0,0.13436138501498213,0.16522909084764784,0.0,0.061758780901940924,0.2374663005616566,0.0914055439581044,0.43485514707005707,0.0,0.20007608902691099,0.0,0.31967674887445097,0.31722063433402536,0.07316637928448794,0.654091011625455,0.3842538310909887,0.7185289509121587,0.39408240509456505,0.40563845729963993,0.9966832412363203,0.09109750373816561,0.0,0.04141576832682454
1979-09,0.239162537406638,0.2065937614015206,0.10718311527757758,0.08690324166414955,0.06706383875214675,0.19611613514037027,0.4406526492625775,0.48304589155503314,0.20050932392057524,0.0,0.0,0.4190578215649201,0.33331969421086877,0.15405156298451184,0.17677669528703002,0.10021058842508607,0.18473173949791447,0.09087230426559746,0.054288999098508664,0.1307887267959688,0.07951529805532156,0.24582918689505975,0.17595273218104074,0.22355006635296037,0.0,0.36369591187487355,0.5078007830420574,0.08860888566648877,0.12943174770918306,0.1831858263694298,0.29275329360265334,0.552375570399756,0.27404819357868815,0.40689422936870984,0.034431619989002606,0.0,0.030134397771861433
1979-10,0.33091228344269263,0.13263966826469095,0.11877344607832327,0.11130834424633966,0.016031323746500604,0.0,0.4406526492625775,0.28867513460124894,0.17252847992762851,0.0,0.0,0.17743086928599958,0.1432922148111597,0.11420804814403215,0.0,0.19923997048901387,0.16400458789129943,0.06711364452467981,0.014423743715630162,0.14479896607744813,0.023759739777687413,0.025769900907778007,0.0,0.06757373783994859,0.0,0.0834871363264496,0.41964345455247776,0.04998215242919547,0.0,0.0,0.05126666611797645,0.7385214688760333,0.19319322742122133,0.26990309766096576,0.0,0.0,0.014205491341629437
1979-11,0.19655467240410118,0.1275322856887038,0.08107421348018942,0.0,0.0,0.09245003270255589,0.492664639108248,0.34156502554286555,0.2376815062588288,0.0,0.14459468321819194,0.2778720797890606,0.17177503759653504,0.0898584117439195,0.17677669528703002,0.16580666582253006,0.1908592846030017,0.0,0.008327552317770937,0.0,0.015026978862078983,0.0,0.0,0.16877337804968529,0.0,0.05745978794165218,0.20982172725064951,0.06811419223308013,0.07179581586346322,0.14189513094886977,0.035454184524934255,0.7930517401275055,0.12889361484471698,0.26990309766096576,0.034431619989002606,0.025649458798892244,0.02246085395880017
1979-12,0.056421563427218095,0.08748642622381009,0.11681569341544637,0.10643429953547101,0.04809397124530992,0.0,0.39413171130580155,0.28867513460124894,0.35293119700295533,0.0753206499199046,0.45636836528739744,0.222606645594423,0.3592363240229821,0.0,0.25000000001358613,0.30676100312524646,0.2558905846489047,0.07869772399443642,0.013167016328398107,0.07993900113485922,0.0,0.018222071679226327,0.4301773609380341,0.2236918678682364,0.0,0.07018716018222905,0.07930515859196922,0.1308839982052308,0.13431767238040887,0.0,0.06502375119108557,0.7035597235743271,0.15235968272267092,0.23017413506484177,0.062072485673855635,0.0344123600795577,0.02246085395880017
1980-01,0.035750259320187154,0.058324284145244716,0.05646177918562857,0.03506950925512696,0.06561102012515115,0.0,0.22032632461411292,0.28867513460124894,0.21110369634275747,0.06173333608842236,0.24883474018702875,0.1250225985510034,0.2609312292213769,0.0,0.25000000001358613,0.10821040545833051,0.15096038790074637,0.09041218837767875,0.0,0.08010832774547635,0.0,0.018222071679226327,0.22646460893287879,0.1056496416382239,0.0,0.03395510552771393,0.23791547576086255,0.15230796407329578,0.05076730825235768,0.0819231920553037,0.0414015678242265,0.501863183976271,0.14934236050999647,0.24413653759292187,0.07504197599310763,0.02294157338328355,0.0317644442963196
1980-02,0.030480097143118664,0.08564440042813785,0.11500448769653686,0.04778019544890895,0.0920929435596059,0.0,0.17066403720561407,0.28867513460124894,0.1725794973993742,0.023544170587854223,0.23606536199017317,0.16180071412074337,0.13719185080749843,0.0,0.5303300858738992,0.10265740433737482,0.0828239615910379,0.04901287603006696,0.008327552317770937,0.1266452699086859,0.03360134623206104,0.018222071679226327,0.1660782309710851,0.11171828017298575,0.18636543529056773,0.029848204042324186,0.22430886169382416,0.35241595046602614,0.14801086614974418,0.11585688926631306,0.037030688010405474,0.4899698679305975,0.4998861955133633,0.1819686313041653,0.10612538021129915,0.0,0.03479620533251655
1980-03,0.056746227799517025,0.15082777162941727,0.206454780908073,0.08126232784861881,0.5356717560419619,0.0,0.13934660286570613,0.34156502554286555,0.3233456615881291,0.0813273664585843,0.5438538994819613,0.2402930654972423,0.13114808979158335,0.10234406822171936,0.624999999993207,0.17197257444480438,0.18647112826711598,0.10384065023762865,0.008327552317770937,0.2243690339922917,0.07437975056935757,0.08350402279311474,0.38456278027776764,0.17046319335796586,0.0,0.07074494771119108,0.3364632924875436,0.4038536706775832,0.16837611308605635,0.24576957615535802,0.047806412656379436,0.3609464854115214,0.3150019325912599,0.1993366482819293,0.2593823313806842,0.0,0.05315208161116105
1980-04,0.07634647588466288,0.1375575490540209,0.3635758890592194,0.36924608686116805,0.27441206046480576,0.06537204504489535,0.13934660286570613,0.3651483716599344,0.3571095308568562,0.0614990531328563,0.35123834439841717,0.42624064941817913,0.4104473096499829,0.15405156298451184,0.5303300858738992,0.15838659513499098,0.17427723112707816,0.25653843734140697,0.01177693742916316,0.5021255632815491,0.0,0.20696294987218436,0.5551453825830467,0.18264364529575167,0.68975145919579,0.07813699529963578,0.4758309514916348,0.19172756068663388,0.17216031847265406,0.2006700186484476,0.0414015678242265,0.2628957827068991,0.6682200079843806,0.14095229571463797,0.5133083645915859,0.04588314676949281,0.05022399629128023
1980-05,0.13095965181229535,0.3909114169874684,0.24760732009693046,0.37607858903229363,0.05495260919618409,0.0,0.0,0.4654746681575633,0.37913386713469427,0.07101298975772945,0.0,0.2534656018473413,0.15458089688731827,0.25204477785547386,0.0,0.3372459094516382,0.2661405568445642,0.20946275695905098,0.20296006453508653,0.16878330746270134,0.19126221578078334,0.044634777671818414,0.5735698146764553,0.3333333333333333,0.0,0.03317442403302081,0.3634218921693817,0.08448525756024138,0.08027016238014605,0.8669935711237319,0.16800400494157547,0.12549191303388724,0.41588836427059833,0.2573425063168199,0.1430052581284381,0.0,0.0
1980-06,0.2386462361599717,0.918289182546555,0.35680241240178306,0.44253047629464554,0.035847129663884494,0.06537204504489535,0.0,0.4082482904183531,0.6785410111670198,0.059086379039922074,0.33681671796938345,0.6665423040151774,0.17251682424575418,0.0,0.17677669528703002,0.23568546040405636,0.3131667444857043,0.2756712443350814,0.12407773503236393,0.4259499922321823,0.04115307646956986,0.18448441497275184,0.9540241090367394,0.7338791595104651,0.4677021307006314,0.1885682932026732,0.3634218921693817,0.0534331685236203,0.07179581586346322,0.9518614753860372,0.7199588607043091,0.14512252737650516,0.4197014349098407,1.0,0.051647429983503905,0.016222142111443,0.020089598515505923
1980-07,0.07939647426928217,0.05967560511142486,0.16207134188314962,0.1395323938198852,0.08780717641566202,0.4848120616062898,0.39413171130580155,0.3651483716599344,0.4023948372167461,0.08067468175238135,0.325183519075845,0.34274369106547986,0.228545123585591,0.20208540106112044,0.17677669528703002,0.13120645911116854,0.11409122908551692,0.11852823733922536,0.21914282640044305,0.30264801141289754,0.07588252362242957,0.3305184440527422,0.4598789429026934,0.31626214418591997,0.0,0.3001017392375129,0.38033417948962367,0.13358292128945007,0.07179581586346322,0.5245643766868474,0.6086640666667703,0.45142999563288905,0.27487738809453216,0.49500819446763034,0.0,0.0344123600795577,0.04711428474461481
1980-08,0.21917932360894207,0.0103103742079991,0.19643936335618206,0.12731039218950488,0.035847129663884494,0.226455406839648,0.35526552353994184,0.4082482904183531,0.32194589194112183,0.06982203455857129,0.22950190785835506,0.5068319694283157,0.29590771330841875,0.31177711419992915,0.0,0.12269906662705303,0.2351261707626736,0.0,0.0300254168856645,0.33694673323686763,0.08092275772271024,0.23049300077532248,0.22950190785835506,0.38734043916251476,0.3198993271474479,0.058139809098252865,0.48239444707580637,0.11948019705253776,0.05076730825235768,0.14189513094886977,0.3571110226091353,0.28464756024164833,0.39425782849963287,0.49500819446763034,0.0,0.0,0.014205491341629437
1980-09,0.42386428014008426,0.1287765325817707,0.14514336597881547,0.12313406109680095,0.04390358820783101,0.26953584669514674,0.6073977599923869,0.4472135955498116,0.16652099601804204,0.03911746622055281,0.15767468859651718,0.25342506652668195,0.12270812174583036,0.09798698523458264,0.0,0.10967080087080185,0.16974541489280803,0.09941985343166036,0.047838145984791136,0.07168131822248962,0.047519479555374826,0.23477497052700863,0.0,0.15276912940790993,0.0,0.2809818787852415,0.6193930889999465,0.07316637928448794,0.08793155726296573,0.2006700186484476,0.13394329681998923,0.37277669341286296,0.5320839561233386,0.6197628257691892,0.034431619989002606,0.0,0.03890334024235631
1980-10,0.5444594289047582,0.0913501482229688,0.1695143930796487,0.1556055110223693,0.01792356482934478,0.0,0.3413280743447064,0.31622776601683794,0.15244249077102953,0.0827193197703539,0.31385835523645444,0.14314332526310572,0.13119535206595456,0.11963107540642837,0.0,0.07742577554679127,0.19072958069237167,0.16209485126949488,0.0,0.14903483523599823,0.023759739777687413,0.0631231079369934,0.15767468859651718,0.16320608219782207,0.2168709728549146,0.13110844484275244,0.5436887752443967,0.10686633703635134,0.0,0.16384638409477778,0.030235430153183668,0.2689964998608149,0.15822179831107386,0.3044917598246652,0.06667654540017474,0.0,0.024604632753605013
1980-11,1.0,0.14671919710429004,0.21440807853524485,0.18698292990328,0.03759678677199413,0.09245003270255589,0.13934660286570613,0.2581988897399654,0.30507756338008324,0.1024707321340843,0.1690499169652189,0.176685900333279,0.16267622079571356,0.0,0.0,0.16665478731761485,0.236683555202622,0.0,0.0,0.17753788277678265,0.028112903231493687,0.057623250193204315,0.3774339333183162,0.2481638460063285,0.0,0.08954461210025579,0.3546634510854413,0.09060034523154509,0.08027016238014605,0.2006700186484476,0.04535314522813237,0.46567438526320815,0.23564861244588903,0.32551538351619586,0.1265098499832607,0.0,0.02246085395880017
1980-12,0.28279074728020825,0.23454685019248106,0.23754689217745092,0.2727639567049237,0.05316988575460348,0.130744090098317,0.17066403720561407,0.0,0.5198662982155584,0.12871226532787655,0.5798304414133233,0.31087264175578194,0.24218172167800608,0.0,0.0,0.4118956671567867,0.489961024559768,0.13371788573810728,0.008327552317770937,0.16719944406001544,0.05418054280471363,0.03156155396392283,0.8200040743174145,0.26978254341115127,0.0,0.09873024534528778,0.4343722428157779,0.0377829557971756,0.07179581586346322,0.2167483927510178,0.037030688010405474,0.23733784033985764,0.22928516887245254,0.3639372626083306,0.1730167491633754,0.04135850959129017,0.0317644442963196
1981-01,0.034288913400732556,0.1250066438056285,0.22920348978471855,0.25481478122373025,0.07853712615820808,0.0,0.0,0.0,0.4440234962516206,0.05715396337912188,0.23037620399669217,0.17511473651858986,0.1357355114302057,0.0,0.3061862178534438,0.24539813323300821,0.2133871672431793,0.0,0.0,0.16013931216283595,0.05418054280471363,0.0,0.3980143800886762,0.20696714472912273,0.0,0.05745978794165218,0.26302545494836516,0.08860888566648877,0.1605403247533125,0.0,0.05855065872053067,0.09615813298960756,0.29944570240320173,0.26990309766096576,0.12294547491763907,0.016222142111443,0.028410982683258874
1981-02,0.023251358156532516,0.11596306637003541,0.17578425688470925,0.15080780982192554,0.14248952218857808,0.06537204504489535,0.2413553960098466,0.0,0.3535963361124375,0.05346263731293644,0.152379535934061,0.1726650080032525,0.14670410671262835,0.0,0.4145780987637021,0.20808571413990692,0.1688073521651793,0.0,0.0,0.12016249161133395,0.015026978862078983,0.07057378014704138,0.48113574779532986,0.20918774566784532,0.0,0.08488776382711327,0.20982172725064951,0.223526980934814,0.1998710924873538,0.11585688926631306,0.07482887192443963,0.0998872779684894,0.2451161559731948,0.2573425063168199,0.14091747806290977,0.0638666373581067,0.030134397771861433
1981-03,0.04647449008082355,0.23135248324215826,0.15164392179500052,0.10034721993000408,0.7569603350566556,0.0,0.0985329278216496,0.12909944485918906,0.3183151777443918,0.08708337712063917,0.6724539734090855,0.29754217335801947,0.24445105711496315,0.1262617479108667,0.5994789404211722,0.1828890866744306,0.1422967633442252,0.10493029865924856,0.037241946137443485,0.16008128016780288,0.035241389241957265,0.1513638954554356,0.6724539734090855,0.27891699422893224,0.0,0.14800687361256432,0.8541426980929071,0.22031059770790504,0.31500286367793495,0.34757066781759455,0.04407533468156534,0.09274802230838665,0.5133626325762359,0.1993366482819293,0.1764095573747093,0.064888568445772,0.0550176313923553
1981-04,0.18792685334214926,0.2315821135878247,0.31671524081508023,0.38566495962963676,0.3634552479961224,0.0,0.0985329278216496,0.0,0.5026474255720889,0.15753975674028506,0.8200040743174145,0.4598866132644997,0.36463187641811196,0.0,0.17677669528703002,0.25629838238352093,0.4638750249492542,0.2679456590124567,0.10113777149979726,0.8136310990430652,0.07662285844091207,0.04074579096562381,0.9703473834406139,0.539308578567368,0.0,0.3117925264360853,0.5319951766533934,0.15805744403397554,0.502570711036439,0.4983193229808119,0.030235430153183668,0.07105391532901316,0.6382583265372467,0.1819686313041653,0.12294547491763907,0.0,0.036217038774408176
1981-05,0.3180606980326963,0.25349685785804943,0.30699222584941854,0.4156236224076852,0.09278799450212284,0.0,0.0985329278216496,0.18257418584523172,1.0,0.19082038266917217,0.47093696549861463,0.3029688043301314,0.13121614207512808,0.2391106711200449,0.0,0.39562642537484166,0.3164261199089187,0.2810237779980284,0.06062549598449839,0.20242433093898954,0.14452485485750446,0.034090374552144545,0.8600275285872339,0.31622776601683794,0.0,0.06791021105542785,0.3965257928966565,0.07789155879579057,0.1605403247533125,0.7327433054069269,0.038542762087272066,0.032979295502823205,0.40140853501228974,0.1819686313041653,0.04869366396292404,0.0,0.014205491341629437
1981-06,0.08214209101358139,0.7971726374728298,0.25229740531384376,0.3014832643394037,0.13364779160382823,0.11322770343213064,0.13934660286570613,0.5627314339173607,0.56966181629078,0.059086379039922074,0.2381653853265303,0.30478974473479736,0.12861908075188896,0.14800795424494595,0.17677669528703002,0.15217291839602226,0.20494146432642946,0.0,0.09657806769987527,0.35528705726953985,0.17427408760002924,0.10307960361430656,0.4772389330582094,0.5406981830851187,0.0,0.07746338794919523,0.3456831719417316,0.06265594392815768,0.2093189742607915,0.9268551142144537,0.343741072316729,0.11803601473623326,0.42240398337593676,0.7931828747057094,0.05963731521822775,0.0,0.014205491341629437
